Vision 2030,Vision 2030,
Volt-Ampere,فولت-أمبير,
Volume,الحجم,
Warn,تحذير,
Waste After Safety Factor Adjustment,النفايات بعد تعديل عامل الأمان,
Waste Calculator,حاسبة النفايات,
Waste Categories,فئات النفايات,
Waste Containers,حاويات النفايات,
Waste Generation Assessment Report,تقرير تقييم توليد النفايات,
Waste Generation Calculation,حساب توليد النفايات,
Waste Generation Rate,معدل توليد النفايات,
Waste Generation Time-Based Projections,التوقعات الزمنية لتوليد النفايات,
"Waste materials generated from construction, renovation, and demolition activities",مواد نفايات من أنشطة البناء والتجديد والهدم,
Waste materials requiring special handling due to hazardous properties,مواد نفايات تتطلب معالجة خاصة بسبب خصائصها الخطرة,
Waste Type,نوع النفايات,
Waste Types,أنواع النفايات,
Watt,وات,
Watt-Hour,وات-ساعة,
Wavelength In Gigametres,طول موجي بالجيغامتر,
Wavelength In Kilometres,طول موجي بالكيلومتر,
Wavelength In Megametres,طول موجي بالميغامتر,
Week,أسبوع,
Weekly Generation,التوليد الأسبوعي,
Weight,الوزن,
Weight calculations are based on waste type densities where available.,حسابات الوزن مبنية على كثافة أنواع النفايات حيثما كانت متاحة.,
Wood Waste,نفايات خشبية,
Yard,ياردة,
Yearly Generation,التوليد السنوي,
You can apply facility rating for more accurate results,يمكنك تطبيق تصنيف المنشأة للحصول على نتائج أكثر دقة,
⚠️ At least one type must be selected from this group,⚠️ يجب اختيار نوع واحد على الأقل من هذه المجموعة,
Home,الرئيسية,
Services,الخدمات,
About Us,نبذة عنا,
Dashboard,لوحة التحكم,
Sign In,تسجيل الدخول,
Logout,تسجيل الخروج,
Waste Classification,تصنيف النفايات,
"Naqel platform is your unified digital platform for managing and organizing individual and commercial waste with high efficiency. It connects the municipality, service contractors, and waste producers through tracking waste movement, electronically registering producers, and monitoring service provider performance. The platform aims to enhance effective oversight, raise service quality, ensure compliance with approved standards, and facilitate contracting and follow-up procedures through an integrated electronic system that keeps pace with digital transformation and contributes to achieving environmental sustainability.","منصة حاوية هي منصتك الرقمية الموحدة لإدارة وتنظيم النفايات الفردية والتجارية بكفاءة عالية، تعمل على الربط بين الأمانة ومقاولي الخدمة ومنتجي النفايات، من خلال تتبع حركة النفايات، تسجيل المنتجين إلكترونيًا، ومتابعة أداء الجهات الخدمية. وتهدف المنصة إلى تعزيز الرقابة الفعالة، رفع جودة الخدمات، ضمان الالتزام بالمعايير المعتمدة، وتسهيل إجراءات التعاقد والمتابعة، عبر نظام إلكتروني متكامل يواكب التحول الرقمي ويسهم في تحقيق الاستدامة البيئية.",
Join Naqel Platform,انضم إلى منصة حاوية,
Register your entity now as a producer or waste transporter and start managing waste efficiently,سجل مؤسستك الآن كمنتج أو ناقل نفايات وابدأ بإدارة النفايات بكفاءة,
Track waste movement accurately,تتبع حركة النفايات بشكل دقيق,
Integrated management of facilities and vehicles,إدارة متكاملة للمنشآت والمركبات,
Detailed reports and statistics,تقارير وإحصائيات تفصيلية,
Already have an account?,لديك حساب بالفعل؟,
Log In,تسجيل الدخول,
Account already exists. Please create entity.,الحساب موجود بالفعل. يرجى إنشاء المؤسسة.,
User account created successfully,تم إنشاء حساب المستخدم بنجاح,
Failed to create user account,فشل إنشاء حساب المستخدم,
Failed to create account. Please try again.,فشل إنشاء الحساب. يرجى المحاولة مرة أخرى.,
This account is already registered. Please log in.,هذا الحساب مسجل بالفعل. يرجى تسجيل الدخول.,
Account and entity created successfully! You will be redirected to login page,تم إنشاء الحساب والمؤسسة بنجاح! سيتم تحويلك إلى صفحة تسجيل الدخول,
You have been added to the existing entity! You will be redirected to login page,تم إضافتك إلى المؤسسة الموجودة! سيتم تحويلك إلى صفحة تسجيل الدخول,
Failed to create entity. Please try again.,فشل إنشاء المؤسسة. يرجى المحاولة مرة أخرى.,
Create User Account,إنشاء حساب مستخدم,
Step 1 of 2: Enter your personal information,الخطوة 1 من 2: أدخل بياناتك الشخصية,
First Name,الاسم الأول,
This field is required,هذا الحقل مطلوب,
Middle Name,الاسم الأوسط,
(optional),(اختياري),
Last Name,اسم العائلة,
Email,البريد الإلكتروني,
Invalid email address,البريد الإلكتروني غير صحيح,
Mobile Number,رقم الجوال,
Invalid mobile number,رقم الجوال غير صحيح,
Password,كلمة المرور,
Password must be at least,كلمة المرور يجب أن تكون,
characters,أحرف على الأقل,
Use a strong password containing letters numbers and symbols,استخدم كلمة مرور قوية تحتوي على أحرف وأرقام ورموز,
Confirm Password,تأكيد كلمة المرور,
Passwords do not match,كلمة المرور غير متطابقة,
Creating...,جاري الإنشاء...,
Next,التالي,
Back,رجوع,
More,المزيد,
Waste Producer,منتج النفايات,
Waste Transporter,ناقل النفايات,
Create Waste Producer Entity,إنشاء جهة منتجة للنفايات,
Create Waste Transporter Entity,إنشاء جهة ناقلة للنفايات,
Step 2 of 2: Enter the entity information,الخطوة 2 من 2: أدخل بيانات المؤسسة,
Entity Name,اسم المؤسسة,
Tax ID,الرقم الضريبي,
Tax ID must be 15 digits,الرقم الضريبي يجب أن يكون 15 رقماً,
Create Account,إنشاء الحساب,
Note:,ملاحظة:,
If the tax ID is already registered you will be added to the existing entity as a regular user.,"إذا كان الرقم الضريبي مسجل مسبقاً، سيتم إضافتك إلى المؤسسة الموجودة كمستخدم عادي.",
Change font size,تغيير حجم الخط,
Font Size,حجم الخط,
Large font,خط كبير,
Normal font,خط عادي,
Small font,خط صغير,
Print page,طباعة الصفحة,
Print,طباعة,
Sorry your browser does not support text-to-speech,عذراً المتصفح لا يدعم خاصية القراءة الصوتية,
Resume reading,استئناف القراءة,
Pause,إيقاف مؤقت,
Listen to page,الاستماع للصفحة,
Resume,استئناف,
Listen,استماع,
Speed,السرعة,
Slow,بطيء,
Normal,عادي,
Fast,سريع,
Page saved successfully,تم حفظ الصفحة بنجاح,
An error occurred while saving the page,حدث خطأ أثناء حفظ الصفحة,
Save page,حفظ الصفحة,
Save,حفظ,
Failed to copy link,فشل نسخ الرابط,
Naqel Platform - Smart Digital Waste Management System,منصة حاوية - منظومة رقمية ذكية لإدارة النفايات,
Share page,مشاركة الصفحة,
Share,مشاركة,
Share via,مشاركة عبر,
Share on Facebook,مشاركة على فيسبوك,
Share on WhatsApp,مشاركة على واتساب,
Share on Twitter,مشاركة على تويتر,
Share on LinkedIn,مشاركة على لينكدإن,
Share on Telegram,مشاركة على تليجرام,
Copy link,نسخ الرابط,
Copied,تم النسخ,
"Sorry, your browser does not support text-to-speech","عذراً، المتصفح لا يدعم خاصية القراءة الصوتية",
Waste Removal Mechanism,آلية إزالة النفايات,
Regional Setup,الإعداد الإقليمي,
Address Division,تقسيم العنوان,
Address Division Category,فئة تقسيم العنوان,
Waste Setup,إعداد النفايات,
Service Setup,إعداد الخدمة,
Has Composite Waste Category,هل تحتوي على فئة نفايات مركبة,
"At least two waste groups must be selected; waste group ratios should be included in the waste configuration","يجب تحديد مجموعتين على الأقل من مجموعات النفايات؛ يجب تضمين نسب مجموعات النفايات في إعداد النفايات",
Collection Method,طريقة الجمع,
Single Container,حاوية واحدة,
Multiple Containers,عدة حاويات,
Container For Each Waste Group,حاوية لكل مجموعة نفايات,
Waste Settings,إعدادات النفايات,
Service Settings,إعدادات الخدمة,
Has Recurring Waste Generation,هل يحتوي على توليد نفايات متكرر,
Check if this service has a recurring waste that is generated at a consistent and fixed rate,تحقق مما إذا كانت هذه الخدمة تحتوي على توليد نفايات متكرر يتم توليده بمعدل ثابت ومتسق,
"Link to an ERPNext Item (non-stock, no variants, not a fixed asset). This is the bridge between Naqel and ERPNext — the selected item will be used when generating Service Quotations and Sales Orders for this service type.","الربط بعنصر في ERPNext (غير مخزون، بدون متغيرات، ليس أصل ثابت). هذا هو الجسر بين حاوية وERPNext - سيتم استخدام العنصر المحدد عند إنشاء عروض أسعار الخدمة وأوامر البيع لهذا النوع من الخدمة.",
"Click on a container to view its waste types, then drag and drop waste from the panel",انقر على حاوية لعرض أنواع النفايات الخاصة بها، ثم اسحب وأفلت النفايات من اللوحة,
"Drag and drop into the container",اسحب وأفلت في الحاوية,
"Select previous fields first",اختر الحقول السابقة أولاً,
"Generated by the Waste Generation Calculator",تم إنشاؤه بواسطة حاسبة توليد النفايات
Operation,التشغيل,
Has Designated Containers,هل لديه حاويات مخصصة,
Grants License,يمنح رخصة,
Check if this service type grants a license to the facility,تحقق مما إذا كان هذا النوع من الخدمة يمنح رخصة للمنشأة,
Is General Configuration,هل هو إعداد عام,
Apply Facility Ratings,تطبيق تصنيفات المنشأة,
"If enabled, the user must enter an estimated rating for the created facility to evaluate the specified service",إذا تم تمكينه، يجب على المستخدم إدخال تصنيف تقديري للمنشأة التي تم إنشاؤها لتقييم الخدمة المحددة,
Waste Distributions,توزيعات النفايات,
"All distribution percentages should be approximately equal to 100%",يجب أن تكون جميع نسب التوزيع تقريبًا مساوية لـ 100%,
Distribution Percentage,نسبة التوزيع,
Waste Generation Classification,تصنيف توليد النفايات,
Generation Classification,تصنيف التوليد,
"If waste generation is recurring, classify the generation on daily perspective.",إذا كان توليد النفايات متكررًا، قم بتصنيف التوليد من منظور يومي.,
Container Standard Volume,الحجم القياسي للحاوية,
Container Volume Unit,وحدة حجم الحاوية,
"Max. Threshold",الحد الأقصى للعتبة,
"Min. Threshold",الحد الأدنى للعتبة,
Volume Conversion Factor,عامل تحويل الحجم,
Container Converted Volume,الحجم المحول للحاوية,
Total Converted Volume,إجمالي الحجم المحول,
Total Volume,إجمالي الحجم,
Mean Threshold,متوسط العتبة,
Mean Volume,متوسط الحجم,
Median Threshold,العتبة الوسيط,
Median Volume,الحجم الوسيط,
Mean Generation Rate Per Unit,معدل التوليد المتوسط لكل وحدة,
Median Generation Rate Per Unit,معدل التوليد الوسيط لكل وحدة,
Calculation Settings,إعدادات الحساب,
Calculate Facility Wastes By,حساب نفايات المنشأة بواسطة,
Calculate Generation Rate By,حساب معدل التوليد بواسطة,
"In case of Cluster Classification facility wastes calculations, the value of the unit of measurement for a facility exceeding the maximum threshold will be treated accordingly","في حالة حساب نفايات المنشأة بتصنيف العنقود، سيتم التعامل مع قيمة وحدة القياس للمنشأة التي تتجاوز الحد الأقصى وفقًا لذلك",
Disabled,معطل,
Enabled,مفعل,
Use Regional Configuration,استخدام الإعدادات الإقليمية,
Regional Lookup Mode,وضع البحث الإقليمي,
Automatic,تلقائي,
Manual,يدوي,
Action If No Regional Configuration Found,الإجراء إذا لم يتم العثور على إعداد إقليمي,
"Configure the action to stop the transaction or just warn if no regional configuration is found for this ISIC classification category",قم بتكوين الإجراء لإيقاف المعاملة أو مجرد التحذير إذا لم يتم العثور على إعداد إقليمي لهذه الفئة التصنيفية ISIC,
Regional Configuration,الإعداد الإقليمي,
Facility Ratings,تصنيفات المنشأة,
Ratings,التصنيفات,
Rating,التصنيف,
The safety factor specified for each classification will be multiplied by the total waste generated by the facility,سيتم ضرب عامل الأمان المحدد لكل تصنيف في إجمالي النفايات المتولدة من المنشأة,
Division Category,فئة القسم,
"The safety factor will be multiplied by the total waste generated by the facility according to the original waste configuration",سيتم ضرب عامل الأمان في إجمالي النفايات المتولدة من المنشأة وفقًا لإعدادات النفايات الأصلية,
Configuration Method,طريقة التكوين,
"Only leaf nodes are allowed in waste selection",يسمح فقط بالعقد الطرفية في اختيار النفايات,
Measurments,القياسات,
Description,الوصف,
Calculate Average Density,حساب الكثافة المتوسطة,
Waste Type Tree,شجرة نوع النفايات,
Parent Waste Type,نوع النفايات الأصل,
Is Group,هل هو مجموعة,
Requires Location Verification,يتطلب التحقق من الموقع,
"Requires Round-trip Count",يتطلب عد الرحلات ذهابًا وإيابًا,
"Standard Round-trip Rate",معدل الرحلة ذهابًا وإيابًا القياسي,
"Round-trip Rate Periodicity",دورية معدل الرحلة ذهابًا وإيابًا,
"Check if this waste removal mechanism requires area verification",تحقق مما إذا كانت آلية إزالة النفايات هذه تتطلب التحقق من المنطقة,
"Check if this waste removal mechanism includes a round-trip calculation",تحقق مما إذا كانت آلية إزالة النفايات هذه تتضمن حساب الرحلات ذهابًا وإيابًا,
"In case of Cluster Classification facility wastes calculations, the value of the unit of measurement for a facility exceeding the maximum threshold will be treated accordingly.",في حالة حساب نفايات المنشأة بتصنيف العنقود، سيتم التعامل مع قيمة وحدة القياس للمنشأة التي تتجاوز الحد الأقصى وفقًا لذلك.
Naqel Setup,التهيئة,
Naqel Operation,التشغيل,
Naqel CRM,إدارة علاقات العملاء,
Naqel Settings,الإعدادات,
Default Measurements,القياسات الافتراضية,
Demo Data,بيانات تجريبية,
Contracting,التعاقد,
Contract Settings,إعدادات التعاقد,
Address Settings,إعدادات العنوان,
Credentials,الاعتمادات,
Credential Type,نوع الاعتماد,
Credential,الاعتماد,
Issue Date,تاريخ الإصدار,
Identification Number,رقم الهوية,
Expiry Date,تاريخ الانتهاء,
Eligible For Multi-branched Facility,مؤهل لمنشأة متعددة الفروع,
Check to make this ID eligible for multiple facilities,تحقق لجعل هذا المعرف مؤهلاً لمنشآت متعددة,
Validation Code,رمز التحقق,
Document Parsing,تحليل المستندات,
Designated Field Name,اسم الحقل المخصص,
Parser Type,نوع المحلل,
Parser,المحلل,
The label containing the ID number that the search engine should look for in the uploaded document,التسمية التي تحتوي على رقم الهوية والتي يجب أن يبحث عنها محرك البحث في المستند الذي تم تحميله,
Facility IDs,معرفات المنشأة,
The permitted documents that must be included upon creating a facility and contract,المستندات المسموح بها التي يجب تضمينها عند إنشاء منشأة وعقد,
Document Type,نوع المستند,
Document Number,رقم المستند,
Requires Facility Credential Upload,يتطلب تحميل اعتماد المنشأة,
"If enabled, facilities must have their credentials uploaded to create their documents",إذا تم تمكينه، يجب على المنشآت تحميل اعتماداتها لإنشاء مستنداتها,
Requires Geolocation on Facility,يتطلب تحديد الموقع الجغرافي على المنشأة,
Requires Address Document Upload,يتطلب تحميل مستند العنوان,
"If enabled, facilities must have an address document (PDF or image) uploaded before saving.",إذا تم تمكينه، يجب على المنشآت تحميل مستند عنوان (PDF أو صورة) قبل الحفظ.,
City Default Address Category,فئة العنوان الافتراضية للمدينة,
"If enabled, facilities must have a location pinned on the map before saving.","إذا تم تمكينه، يجب على المنشآت تحديد موقع على الخريطة قبل الحفظ."
Default Map Center,مركز الخريطة الافتراضي,
Default Latitude,خط العرض الافتراضي,
Default Longitude,خط الطول الافتراضي,
"Default latitude for the map center when no location is set.","خط العرض الافتراضي لمركز الخريطة عندما لا يتم تعيين موقع."
"Default longitude for the map center when no location is set.","خط الطول الافتراضي لمركز الخريطة عندما لا يتم تعيين موقع."
Document Parsing Settings,إعدادات تحليل المستندات,
Default Zoom Level,مستوى التكبير الافتراضي,
"Default zoom level for the map (1–18).","مستوى التكبير الافتراضي للخريطة (1-18)."
Enable Document Parsing,تمكين تحليل المستندات,
Fetch from System Country,احضار من نظام البلد,
Parser Strategy,استراتيجية المحلل,
Service Request,طلب الخدمة,
Service Quotation,عرض سعر خدمات,
Service Contract,عقد خدمات,
Facility,المنشأة,
Facility Name,اسم المنشأة,
Has Multiple Branches,هل لديه فروع متعددة,
"Enable this if the facility has multiple branches with a unified registration number.","قم بتمكين هذا إذا كانت المنشأة لديها فروع متعددة برقم تسجيل موحد.",
Parent Facility,المنشأة الأم,
Facility Credentials,اعتمادات المنشأة,
Location,الموقع,
Facility Address,عنوان المنشأة,
National Address,العنوان الوطني,
Address Document,مستند العنوان,
Street,الشارع,
Building,المبنى,
District,الحي,
Postal Code,الرمز البريدي,
Building Number,رقم المبنى,
Additional Number,رقم إضافي,
Unit Number,رقم الوحدة,
City,المدينة,
Another Territory,منطقة أخرى,
Check if the targeted territory does not exist,تحقق مما إذا كانت المنطقة المستهدفة غير موجودة,
Annex,الملحق,
Container,الحاوية,
Containers,الحاويات,
Container Deploy,نشر الحاوية,
Container Operation Action,إجراء عملية الحاوية,
Deployed Containers,الحاويات المنشورة,
Warehouse,المستودع,
Lifted,مرفوعة,
Under Inspection,تحت الفحص,
Under Maintenance,تحت الصيانة,
Out of Service,خارج الخدمة,
Empty,فارغة,
Containers,الحاويات,
Container ID,معرف الحاوية,
Manufacturer ID,معرف الشركة المصنعة,
Status,الحالة,
In Warehouse,في المستودع,
In Location,في الموقع,
Deployed,منشورة,
Project,المشروع,
Status,الحالة,
Deploy Date,تاريخ النشر,
Deploy Time,وقت النشر,
Container Location,موقع الحاوية,
Action Title,عنوان الإجراء,
Action Description,وصف الإجراء,
Action if the container is assigned in this status,الإجراء إذا تم تعيين الحاوية في هذه الحالة,
"Access your control panel","الوصول إلى لوحة التحكم",
"Account already exists. Please register your company.","الحساب موجود بالفعل. يرجى تسجيل شركتك.",
"Account and company created successfully! You will be redirected to login page","تم إنشاء الحساب والشركة بنجاح! ستتم إعادة توجيهك إلى صفحة تسجيل الدخول",
"Back","رجوع",
"By signing in, you agree to our","بتسجيل الدخول، أنت توافق على",
"characters","حرف",
"Company Name","اسم الشركة",
"Confirm Password","تأكيد كلمة المرور",
"Create Account","إنشاء حساب",
"Create User Account","إنشاء حساب مستخدم",
"Creating...","جاري الإنشاء...",
"Detailed reports and statistics","تقارير وإحصائيات تفصيلية",
"Don't have an account?","ليس لديك حساب؟",
"Email","البريد الإلكتروني",
"Email / Username","البريد الإلكتروني / اسم المستخدم",
"Enter your email or username","أدخل بريدك الإلكتروني أو اسم المستخدم",
"Failed to register company. Please try again.","فشل تسجيل الشركة. يرجى المحاولة مرة أخرى.",
"Failed to create account. Please try again.","فشل إنشاء الحساب. يرجى المحاولة مرة أخرى.",
"Failed to create user account","فشل إنشاء حساب المستخدم",
"First Name","الاسم الأول",
"Forgot your password?","هل نسيت كلمة المرور؟",
"Hide password","إخفاء كلمة المرور",
"If the tax ID is already registered, you will be added to the existing company.","إذا كان الرقم الضريبي مسجلاً بالفعل، سيتم إضافتك إلى الشركة الموجودة.",
"Incorrect email or password. Please try again.","البريد الإلكتروني أو كلمة المرور غير صحيحة. يرجى المحاولة مرة أخرى.",
"Integrated management of facilities and services","إدارة متكاملة للمنشآت والخدمات",
"Invalid email address","عنوان البريد الإلكتروني غير صالح",
"Invalid mobile number","رقم الجوال غير صالح",
"Join Naqel Platform","انضم إلى منصة حاوية",
"Last Name","اسم العائلة",
"Log In","تسجيل الدخول",
"Logged in successfully!","تم تسجيل الدخول بنجاح!",
"Login failed. Please check your credentials.","فشل تسجيل الدخول. يرجى التحقق من بيانات الدخول.",
"Middle Name","الاسم الأوسط",
"Mobile Number","رقم الجوال",
"Next","التالي",
"No internet connection. Please check and try again.","لا يوجد اتصال بالإنترنت. يرجى التحقق من الاتصال والمحاولة مرة أخرى.",
"Note:","ملاحظة:",
"Operators","المشغلون",
"(optional)","(اختياري)",
"or","أو",
"Password","كلمة المرور",
"Password must be at least","يجب أن تكون كلمة المرور على الأقل",
"Passwords do not match","كلمتا المرور غير متطابقتين",
"Platform","منصة",
"Register Your Company","تسجيل شركتك",
"Register your company now and start managing waste efficiently","سجل شركتك الآن وابدأ بإدارة النفايات بكفاءة",
"Search Here","ابحث هنا",
"Server error. Please try again later.","حدث خطأ في الخادم. يرجى المحاولة لاحقاً.",
"Show password","إظهار كلمة المرور",
"Sign In","تسجيل الدخول",
"Signing in...","جاري تسجيل الدخول...",
"Smart digital system for managing individual and commercial waste","منظومة رقمية ذكية لإدارة النفايات الفردية والتجارية",
"Step 1 of 2: Enter your personal information","الخطوة 1 من 2: أدخل معلوماتك الشخصية",
"Step 2 of 2: Enter your company information","الخطوة 2 من 2: أدخل معلومات شركتك",
"Terms & Conditions","البنود والاشتراطات",
"This account is already registered. Please log in.","هذا الحساب مسجل بالفعل. يرجى تسجيل الدخول.",
"This field is required","هذا الحقل مطلوب",
"Too many attempts. Please wait and try again later.","تم تجاوز الحد المسموح به من المحاولات. يرجى الانتظار قليلاً والمحاولة لاحقاً.",
"Track waste movement accurately","تتبع حركة النفايات بدقة",
"Use a strong password containing letters, numbers and symbols","استخدم كلمة مرور قوية تحتوي على أحرف وأرقام ورموز",
"User account created successfully","تم إنشاء حساب المستخدم بنجاح",
"Vehicles","المركبات",
"Vision 2030","رؤية 2030",
"Waste Management","إدارة النفايات",
"You do not have access. Please contact support.","ليس لديك صلاحية الوصول. يرجى التواصل مع الدعم الفني.",
"You have been added to the existing company! You will be redirected to login page","تمت إضافتك إلى الشركة الموجودة! ستتم إعادة توجيهك إلى صفحة تسجيل الدخول",
"Tax ID must be 15 digits","يجب أن يتكون الرقم الضريبي من 15 رقماً",
Field Operational Plan,خطة التشغيل الميداني,
Coordinates,الإحداثيات,
"If enabled, this container will be assigned to multiple leased customers in the vicinity of its deployment",في حال تفعيل هذه الخاصية، سيتم تخصيصها لعدة عملاء مستأجرين في المنطقة المحيطة بموقع نشرها,
Requires Container Deployment,يتطلب نشر الحاوية,
UOM Value,قيمة وحدة القياس,
ISIC Category,فئة تصنيف الISIC,
Activity,النشاط,
Analyze By,تحليل بواسطة,
Total,الإجمالي,
Refresh,تحديث,
Notification,إشعار,
Search,بحث,
Organic Wastes,نفايات عضوية,
Residual Wastes,نفايات متبقية,
Recyclable Wastes,نفايات قابلة لإعادة التدوير,
ISIC Level,مستوى ISIC,
Calcuated Waste,النفايات المحسوبة,
Mean Rate,معدل المتوسط,
Median Rate,معدل الوسيط,
Total Waste,إجمالي النفايات,
Waste Breakdown,تفصيل النفايات,
Calculated Waste,النفايات المحسوبة,
yards,ياردة,
User Information,بيانات المستخدم,
Company Information,بيانات الشركة,
Designated Removal Mechanisms,آليات الإزالة المخصصة,
Removal Mechanism,آلية الإزالة,
Estimated mass when the container is completely empty,الوزن المقدر عندما تكون الحاوية فارغة تمامًا,
Standard Mass,الوزن القياسي,
Standard Volume,الحجم القياسي,
Volume Unit,وحدة الحجم,
Required Vehicle Type,نوع المركبة المطلوبة,
The vehicle type required to service containers of this type (determined by container size and lift mechanism),نوع المركبة المطلوبة لخدمة الحاويات من هذا النوع (يحدد حسب حجم الحاوية وآلية الرفع),
Default Pricing,التسعير الافتراضي,
Default Rental Rate,سعر الإيجار الافتراضي,
Rental Periodicity,دورية الإيجار,
Monthly,شهري,
Weekly,أسبوعي,
Quarterly,ربع سنوي,
Yearly,سنوي,
Container Status Action,إجراء حالة الحاوية,
Operation Order,أمر تشغيل,
Operation Request,طلب تشغيل,
Container Survey,مسح الحاوية,
Waste Collection,جمع النفايات,
Container Relocation,إعادة تموضع الحاوية,
Container Trip,رحلة الحاوية,
Fleet Management,إدارة الأسطول,
Vehicle Type,نوع المركبة,
Mass Unit,وحدة الوزن,
Fill Level,مستوى التعبئة,
Operation Settings,إعدادات التشغيل,
Container Operation Schedule,جدول تشغيل الحاوية,
Order Date,تاريخ الطلب,
Request Date,تاريخ الطلب,
Requested By,طلب بواسطة,
Priority,الأولوية,
Low,منخفض,
Medium,متوسط,
High,مرتفع,
Open,مفتوح,
Inspection,فحص,
Cleaning and Disinfection,تنظيف وتعقيم,
Scan Container QR,مسح رمز الاستجابة السريعة للحاوية,
Reported By,تم الإبلاغ بواسطة,
Edit Survey Date and Time,تعديل تاريخ ووقت المسح,
Survey Date,تاريخ المسح,
Survey Time,وقت المسح,
Observation,ملاحظة,
Survey Type,نوع المسح,
Photo Evidence,دليل مصور,
Source,المصدر,
Collection Date,تاريخ الجمع,
Weight Unit,وحدة الوزن,
"Weighing Slip No.",رقم إيصال الوزن,
Tare Weight,وزن العربة,
Weighing,الوزن,
Planned Date,التاريخ المخطط,
Locations,المواقع,
From Location,من الموقع,
To Location,إلى الموقع,
Schedule,الجدول الزمني,
New Issuing,إصدار جديد,
Renewal,تجديد,
License Status,حالة الرخصة,
License Type,نوع الرخصة,
Waste Calculation,حساب النفايات,
More Info,مزيد من المعلومات,
Terms,الشروط,
Calculation Based On,الحساب بناءً على,
Waste Configuration,إعدادات النفايات,
Service License,رخصة الخدمة,
Applied Service Configuration,إعدادات الخدمة المطبقة,
Has Composite Wastes,يحتوي على نفايات مركبة,
Facility Wastes,نفايات المنشأة,
Wastes,النفايات,
Ownership,الملكية,
Waste Generation Rate Per Unit,معدل توليد النفايات لكل وحدة,
Container Count,عدد الحاويات,
Annex Generated Waste,النفايات المتولدة من الملحق,
Is Composite Facility,هل منشأة مركبة,
"If enabled, any added annexes will be included in the same quotation and contract using the same facility ID",إذا تم تمكينه، سيتم تضمين أي ملحقات مضافة في نفس عرض السعر والعقد باستخدام نفس معرف المنشأة,
Number of Rooms,عدد الغرف,
UOM Credentials,اعتمادات وحدة القياس,
Add the document types from which the value of the unit of measurement can be extracted,أضف أنواع المستندات التي يمكن استخراج قيمة وحدة القياس منها,
Is Composite UOM,وحدة قياس مركبة,
"If enabled, the selected subsidiary uom will be multiplied by the primary uom",إذا تم تمكينه، سيتم ضرب وحدة القياس الفرعية المحددة في وحدة القياس الأساسية,
Subsidiary UOM,وحدة قياس فرعية,
Default UOM,وحدة القياس الافتراضية,
Check this to disallow fractions. (for Individuals),حدد هذا الخيار لمنع الكسور. (للأفراد),
Draft,مسودة,
Under Process,تحت المعالجة,
Actions,الإجراءات,
Require Clarification,يتطلب توضيح,
Reject,رفض,
Mark as Cleared,تم التوضيح,
Approve Calculation,الموافقة على الحساب,
"Please select 'Calculation Based On' and 'Waste Configuration' first.",يرجى اختيار 'الحساب بناءً على' و 'إعدادات النفايات' أولاً.,
Suggested container based on the calculated total waste generation from the facility,الحاوية المقترحة بناءً على إجمالي توليد النفايات المحسوب من المنشأة,
"Approve the waste calculation and set status to Cleared?","هل توافق على حساب النفايات وتعيين الحالة إلى تم التوضيح؟",
Request Quotation,طلب عرض سعر,
"Request a formal price quotation for this service?","هل ترغب في طلب عرض سعر رسمي لهذه الخدمة؟",
Quotation Request,طلب عرض السعر,
Service Details,تفاصيل الخدمة,
Service Duration,مدة الخدمة,
Duration UOM,وحدة مدة الخدمة,
Year,سنة,
Month,شهر,
Service Pricing,تسعير الخدمة,
Waste Removal,إزالة النفايات,
Edit Removal Mechanism,تعديل آلية الإزالة,
Deployed Container,الحاوية المنشورة,
Deployed Container Count,عدد الحاويات المنشورة,
"Round-trip Count Per Periodicity",عدد الرحلات ذهابًا وإيابًا لكل دورية,
"Round-trip Rate",سعر الرحلة ذهابًا وإيابًا,
"Round-trip Periodicity",دورية الرحلة ذهابًا وإيابًا,
Additional Service Items,بنود خدمة إضافية,
Pricing Summary,ملخص التسعير,
Discount Mode,وضع الخصم,
Currency,العملة,
Service Total,إجمالي الخدمة,
Removal Mechanism Total,إجمالي آلية الإزالة,
Removal Mechanism Net Total,صافي إجمالي آلية الإزالة,
Additional Services Total,إجمالي الخدمات الإضافية,
Additional Services Net Total,صافي إجمالي الخدمات الإضافية,
Address,العنوان,
Service Items,بنود الخدمة,
Rental Rate,سعر الإيجار,
Service Net Total,صافي إجمالي الخدمة,
Service,الخدمة,
Date,التاريخ,
Tools,الأدوات,
"Duration-Based",بناءً على المدة,
"Service-Based",بناءً على الخدمة,
Company Tax ID,الرقم الضريبي للشركة,
Contract Duration,مدة العقد,
"Amount & Payments",القيمة والمدفوعات,
Contract Parties,أطراف العقد,
Contract Terms Template,قالب شروط العقد,
Title (Primary),العنوان (رئيسي),
Title (Foreign),العنوان (أجنبي),
Terms and Conditions (Primary),الشروط والأحكام (رئيسي),
Terms and Conditions (Foreign),الشروط والأحكام (أجنبي),
Company Contacts,جهات اتصال الشركة,
Company Official Contact,جهة الاتصال الرسمية للشركة,
Company Primary Address,العنوان الرئيسي للشركة,
"Reselect, if the chosen contact is edited after save.","إعادة الاختيار، إذا تم تعديل جهة الاتصال المختارة بعد الحفظ.",
"Reselect, if the chosen address is edited after save.","إعادة الاختيار، إذا تم تعديل العنوان المختار بعد الحفظ.",
Parties Representatives,ممثلين الأطراف,
Company Representatives,ممثلين الشركة,
Customer Representatives,ممثلين العميل,
Designation,المسمى الوظيفي,
