"section_code","section_name","division_code","division_name","group_code","group_name","category_code","category_name","activity_code","activity_name","description"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","251","صناعة المنتجات المعدنية الإنشائية والصهاريج والخزانات ومولدات البخار","2511","صنع المنتجات المعدنية الإنشائية","251142","صناعة وتشكيل شبكات حديد التسليح",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","251","صناعة المنتجات المعدنية الإنشائية والصهاريج والخزانات ومولدات البخار","2511","صنع المنتجات المعدنية الإنشائية","251151","ورش الحدادة",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","251","صناعة المنتجات المعدنية الإنشائية والصهاريج والخزانات ومولدات البخار","2511","صنع المنتجات المعدنية الإنشائية","251152","صناعة وتركيب السقالات",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","251","صناعة المنتجات المعدنية الإنشائية والصهاريج والخزانات ومولدات البخار","2511","صنع المنتجات المعدنية الإنشائية","251153","صناعة وتركيب أبواب الكراجات",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","251","صناعة المنتجات المعدنية الإنشائية والصهاريج والخزانات ومولدات البخار","2511","صنع المنتجات المعدنية الإنشائية","251154","صناعة وتركيب النوافذ والأبواب",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","251","صناعة المنتجات المعدنية الإنشائية والصهاريج والخزانات ومولدات البخار","2511","صنع المنتجات المعدنية الإنشائية","251155","صناعة وتركيب السلالم",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","251","صناعة المنتجات المعدنية الإنشائية والصهاريج والخزانات ومولدات البخار","2511","صنع المنتجات المعدنية الإنشائية","251156","صناعة وتركيب المظلات",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","251","صناعة المنتجات المعدنية الإنشائية والصهاريج والخزانات ومولدات البخار","2511","صنع المنتجات المعدنية الإنشائية","251157","صناعة الملاجئ العسكرية المتنقلة","تشمل جميع أنواع الملاجىء العسكرية"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","251","صناعة المنتجات المعدنية الإنشائية والصهاريج والخزانات ومولدات البخار","2511","صنع المنتجات المعدنية الإنشائية","251160","ورش صناعة الالمونيوم",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","251","صناعة المنتجات المعدنية الإنشائية والصهاريج والخزانات ومولدات البخار","2511","صنع المنتجات المعدنية الإنشائية","251170","صناعة قنوات التكييف وملحقاتها ( الدكت )",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","251","صناعة المنتجات المعدنية الإنشائية والصهاريج والخزانات ومولدات البخار","2512","صنع الصهاريج والخزانات والأوعية من المعادن","251210","صناعة الصهاريج والخزانات",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","251","صناعة المنتجات المعدنية الإنشائية والصهاريج والخزانات ومولدات البخار","2512","صنع الصهاريج والخزانات والأوعية من المعادن","251220","صناعة مراجل راديترات التدفئة المركزية",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","251","صناعة المنتجات المعدنية الإنشائية والصهاريج والخزانات ومولدات البخار","2512","صنع الصهاريج والخزانات والأوعية من المعادن","251230","صناعة أوعية للغازات المسالة أو المضغوطة ، يشمل ( اسطوانات الغاز )",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","251","صناعة المنتجات المعدنية الإنشائية والصهاريج والخزانات ومولدات البخار","2513","صنع مولدات البخار بأستثناء مراجل التدفئة المركزية بالمياه الساخنه","251310","صناعة مراجل لتوليد بخار الماء أو غيره من أنواع الأبخرة",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","251","صناعة المنتجات المعدنية الإنشائية والصهاريج والخزانات ومولدات البخار","2513","صنع مولدات البخار بأستثناء مراجل التدفئة المركزية بالمياه الساخنه","251320","صناعة الوحدات الملحقة المستخدمة مع المراجل ، يشمل ( وحدات مكثفات البخار )",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","252","صنع الأسلحة والذخائر","2520","صنع الأسلحة والذخائر","252000","صنع الأسلحة والذخائر","ويشمل المؤسسة العامة للصناعات العسكرية"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","252","صنع الأسلحة والذخائر","2520","صنع الأسلحة والذخائر","252011","صناعة الذخائر التقليدية","تشمل صناعة أو تعبئة جميع أنواع الذخائر التقليدية"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","252","صنع الأسلحة والذخائر","2520","صنع الأسلحة والذخائر","252012","صناعة القنابل اليدوية","تشمل صناعة أو تعبئة جميع أنواع القنابل اليدوية"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","252","صنع الأسلحة والذخائر","2520","صنع الأسلحة والذخائر","252013","صناعة الذخائر الذكية","تشمل صناعة أو تعبئة جميع أنواع الصواريخ والذخائر الذكية"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","252","صنع الأسلحة والذخائر","2520","صنع الأسلحة والذخائر","252014","صناعة الأسلحة النارية الثقيلة","تشمل القاذفات بجميع أنواعها والرشاشات الثقيلة (اعلى من عيار 80)"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","252","صنع الأسلحة والذخائر","2520","صنع الأسلحة والذخائر","252015","صناعة الأسلحة النارية المتوسطة","تشمل القاذفات بجميع أنواعها والرشاشات المتوسطة (عيار أعلى من 50 وأقل من 80)"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","252","صنع الأسلحة والذخائر","2520","صنع الأسلحة والذخائر","252016","صناعة الأسلحة النارية الخفيفة","تشمل المسدسات والرشاشات النارية (حتى عيار 50)"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","252","صنع الأسلحة والذخائر","2520","صنع الأسلحة والذخائر","252021","صناعة أجزاء (غير قابلة للإحتراق) الذخائر التقليدية","صناعة أجزاء (غير قابلة للإحتراق) الذخائر التقليدية"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","252","صنع الأسلحة والذخائر","2520","صنع الأسلحة والذخائر","252022","صناعة أجزاء (غير قابلة للإحتراق) الذخائر الذكية","صناعة أجزاء (غير قابلة للإحتراق) الذخائر الذكية"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","252","صنع الأسلحة والذخائر","2520","صنع الأسلحة والذخائر","252023","صناعة أجزاء (غير قابلة للإحتراق) القنابل اليدوية","صناعة أجزاء (غير قابلة للإحتراق) القنابل اليدوية"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","252","صنع الأسلحة والذخائر","2520","صنع الأسلحة والذخائر","252024","صناعة أجزاء الأسلحة النارية الثقيلة","تشمل صناعة أجزاء القاذفات بجميع أنواعها وأجزاء الرشاشات الثقيلة وتوابعها (اعلى من عيار 80)"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","252","صنع الأسلحة والذخائر","2520","صنع الأسلحة والذخائر","252025","صناعة أجزاء الأسلحة النارية المتوسطة","تشمل صناعة أجزاء القاذفات بجميع أنواعها وأجزاء الرشاشات المتوسطة وتوابعها (عيار أعلى من 50 وأقل من 80)"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","252","صنع الأسلحة والذخائر","2520","صنع الأسلحة والذخائر","252026","صناعة أجزاء الأسلحة النارية الخفيفة","تشمل صناعة أجزاء المسدسات والرشاشات النارية وتوابعها (حتى عيار 50)"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2591","تشكيل المعادن بالطرق والكبس والسبك والدلفنه, ميثالورجيا المساحيق","259110","صناعة منتجات معدنية تامة وشبه تامة الصنع بالطرق ، أو الكبس ، أو السبك والدلفنة",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2591","تشكيل المعادن بالطرق والكبس والسبك والدلفنه, ميثالورجيا المساحيق","259120","انتاج أغراض معدنية بشكل مباشر من المساحيق",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2592","معالجة وطلي المعادن المعالجة بالآلات","259211","معالجة وطلي المعادن بالصقل والتلميع",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2592","معالجة وطلي المعادن المعالجة بالآلات","259212","معالجة وطلي المعادن بالحفر",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2592","معالجة وطلي المعادن المعالجة بالآلات","259213","معالجة وطلي المعادن بالتلوين والتنظيف",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2592","معالجة وطلي المعادن المعالجة بالآلات","259220","قطع المعادن والكتابة عليها بواسطة أشعة الليزر",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2592","معالجة وطلي المعادن المعالجة بالآلات","259230","خراطة المعادن",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2593","صنع ادوات القطع والعدد اليدوية والأدوات المعدنية العامة","259310","صناعة الأصناف المعدنية للأغراض المنزلية ، يشمل ( سكاكين ، مقصات ، ملاعق ، شوك ، ..الخ )",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2593","صنع ادوات القطع والعدد اليدوية والأدوات المعدنية العامة","259320","صناعة شفرات الحلاقة بأنواعها",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2593","صنع ادوات القطع والعدد اليدوية والأدوات المعدنية العامة","259331","صناعة العدد اليدوية المستخدمة في أعمال الزراعة",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2593","صنع ادوات القطع والعدد اليدوية والأدوات المعدنية العامة","259332","صناعة العدد اليدوية المستخدمة في أعمال النجارة",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2593","صنع ادوات القطع والعدد اليدوية والأدوات المعدنية العامة","259333","صناعة العدد اليدوية المستخدمة في أعمال الميكانيكا والكهرباء",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2593","صنع ادوات القطع والعدد اليدوية والأدوات المعدنية العامة","259334","صناعة العدد اليدوية المستخدمة في أعمال البناء والحفر",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2593","صنع ادوات القطع والعدد اليدوية والأدوات المعدنية العامة","259340","صناعة المناشير والسكاكين و نصال القطع اللازمة للماكينات والأجهزة الميكانيكية",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2593","صنع ادوات القطع والعدد اليدوية والأدوات المعدنية العامة","259350","صناعة رؤوس القطع القابلة للتبديل للعدد اليدوية ، تشمل ( ثواقب لولبية ، مقاطع فرز ، عيدان ملبدة ، قواطع آلات الخراطة حراب البنادق )",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2593","صنع ادوات القطع والعدد اليدوية والأدوات المعدنية العامة","259360","صناعة أدوات الحدادة والمناجل والقمط ومواقد اللحام",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2593","صنع ادوات القطع والعدد اليدوية والأدوات المعدنية العامة","259371","صناعة الأقفال وتشكيل المفاتيح",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2593","صنع ادوات القطع والعدد اليدوية والأدوات المعدنية العامة","259372","صناعة علاقات الملابس والمشابك",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2593","صنع ادوات القطع والعدد اليدوية والأدوات المعدنية العامة","259373","صناعة الخردوات المعدنية للمباني والأثاث والمركبات",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2593","صنع ادوات القطع والعدد اليدوية والأدوات المعدنية العامة","259381","صناعة السيوف",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2593","صنع ادوات القطع والعدد اليدوية والأدوات المعدنية العامة","259382","صناعة الجنبيات",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2593","صنع ادوات القطع والعدد اليدوية والأدوات المعدنية العامة","259383","صناعة حراب البنادق (السناكي)",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259910","صناعة مشابك تثبيت معدنية ، يشمل ( المسامير والدبابيس والصواميل والحلقات بأنواعها )",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259921","صناعة كابلات وشرائط معدنية من الحديد",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259922","صناعة كابلات وشرائط معدنية من النحاس",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259923","صناعة كابلات وشرائط معدنية من الألمنيوم",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259930","صناعة أصناف مصنوعة من الأسلاك ، يشمل ( سلك شائك ، سياج ، شبك ممدد ... الخ )",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259940","صناعة الأوعية المعدنية المستخدمة في نقل وتعبئة السلع ، يشمل ( البراميل وحاويات النفايات والمخلفات والدلاء والصناديق والعلب ... الخ )",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259951","صناعة الأواني المعدنية المجوفة وما يماثلها من أدوات المطبخ والمائدة وأدوات الشوي والقلي",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259952","صناعة الأدوات الصحية المعدنية المطلية بالنيكل من أحواض ومغاسل وما شابهها",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259961","صناعة النوابض (اليايات أو الزنبركات) عدا نوابض الساعات",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259962","صناعة الخزائن الحديدية",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259963","صناعة الأبواب المصفحة لأغراض الحماية",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259971","صناعة الأدوات المعدنية للمكاتب",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259972","صناعة لوحات السيارات",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259973","صناعة أغطية غرف تفتيش الصرف الصحي",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259974","صناعة تمديدات مجاري التكييف",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259975","صناعة الأسقف المعدنية ولوازمها",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259976","صناعة علامات وإشارات معدنية ولافتات ولوحات إرشادية (غير كهربائية)",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259977","صناعة العلامات والرُتب العسكرية من المعدن","تشمل جميع أنواع العلامات والرتب العسكرية المصنوعة من المعدن"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259981","صناعة أسياخ اللحام",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259982","صناعة الأطر المعدنية",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259983","صناعة السلاسل والجنازير",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259984","صناعة أجراس ومراس السفن",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259985","صناعة أدوات تثبيت خطوط السكك الحديدية",
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259986","صناعة أهداف الرماية العسكرية","تشمل جميع أنواع الأهداف العسكرية"
"C","الصناعة التحويلية","25","صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات )","259","صنع منتجات المعادن المشكلة الأخرى, أنشطة خدمات تشكيل المعادن","2599","صنع منتجات المعادن المشكلة الأخرى غير المصنفة في موضع آخر","259987","صناعة أغطية المعدات العسكرية","تشمل صناعة جميع أنواع الأغطية التي تستخدم لتغطية وحماية المعدات والأدوات العسكرية"
"C","الصناعة التحويلية","26","صنع الحواسيب والمنتجات الإلكترونية والبصرية","261","صنع المكونات واللوحات الإلكترونية","2610","صنع المكونات واللوحات الإلكترونية","261001","صناعة المكثفات والمقاومات الإلكترونية",
"C","الصناعة التحويلية","26","صنع الحواسيب والمنتجات الإلكترونية والبصرية","261","صنع المكونات واللوحات الإلكترونية","2610","صنع المكونات واللوحات الإلكترونية","261002","صناعة المعالجات الدقيقة ، تشمل ( مودم الحاسوب الداخلية والخارجية )",
"C","الصناعة التحويلية","26","صنع الحواسيب والمنتجات الإلكترونية والبصرية","261","صنع المكونات واللوحات الإلكترونية","2610","صنع المكونات واللوحات الإلكترونية","261003","صناعة الصمامات والروابط الإلكترونية",
"C","الصناعة التحويلية","26","صنع الحواسيب والمنتجات الإلكترونية والبصرية","261","صنع المكونات واللوحات الإلكترونية","2610","صنع المكونات واللوحات الإلكترونية","261004","صناعة الدوائر المتكاملة",
"C","الصناعة التحويلية","26","صنع الحواسيب والمنتجات الإلكترونية والبصرية","261","صنع المكونات واللوحات الإلكترونية","2610","صنع المكونات واللوحات الإلكترونية","261005","صناعة محوّلات الطاقة لاستعمالات إلكترونيّة",
"C","الصناعة التحويلية","26","صنع الحواسيب والمنتجات الإلكترونية والبصرية","261","صنع المكونات واللوحات الإلكترونية","2610","صنع المكونات واللوحات الإلكترونية","261006","صناعة كروت الواجهة ( صوت ، فيديو، مراقبة ، شبكة، مودوم )",
"C","الصناعة التحويلية","26","صنع الحواسيب والمنتجات الإلكترونية والبصرية","261","صنع المكونات واللوحات الإلكترونية","2610","صنع المكونات واللوحات الإلكترونية","261007","صنع مكونات شاشات العرض (البلازما، البوليمير، شاشات عرض البلور السائل)",
"C","الصناعة التحويلية","26","صنع الحواسيب والمنتجات الإلكترونية والبصرية","261","صنع المكونات واللوحات الإلكترونية","2610","صنع المكونات واللوحات الإلكترونية","261008","صناعة موصلات وكيابل الطابعات والشاشات ومنافذ الوصول للخدمة و الربط",
"C","الصناعة التحويلية","26","صنع الحواسيب والمنتجات الإلكترونية والبصرية","261","صنع المكونات واللوحات الإلكترونية","2610","صنع المكونات واللوحات الإلكترونية","261011","صناعة ألواح الطاقة الشمسية وأجزاءها",
"C","الصناعة التحويلية","26","صنع الحواسيب والمنتجات الإلكترونية والبصرية","261","صنع المكونات واللوحات الإلكترونية","2610","صنع المكونات واللوحات الإلكترونية","261012","صناعة البطاقات الذكية","صناعة البطاقات الذكية لاستخدامها في  تقديم المنتج النهائي (بطاقات الدفع)، يلزم تخصيص معلومات شخصية ببطاقات الدفع في مصنع مخصص"
"C","الصناعة التحويلية","26","صنع الحواسيب والمنتجات الإلكترونية والبصرية","261","صنع المكونات واللوحات الإلكترونية","2610","صنع المكونات واللوحات الإلكترونية","261013","صناعة أجزاء الالكترونيات العسكرية","تشمل صناعة كافة الاجزاء الالكترونية وقطع الغيار الالكترونية العسكرية"
"C","الصناعة التحويلية","26","صنع الحواسيب والمنتجات الإلكترونية والبصرية","262","صنع الحواسيب والمعدات الملحقة","2620","صنع الحواسيب والمعدات الملحقة","262011","صناعة الحاسبات الشخصية",
"C","الصناعة التحويلية","26","صنع الحواسيب والمنتجات الإلكترونية والبصرية","262","صنع الحواسيب والمعدات الملحقة","2620","صنع الحواسيب والمعدات الملحقة","262012","صناعة الحاسبات المحمولة",
"C","الصناعة التحويلية","26","صنع الحواسيب والمنتجات الإلكترونية والبصرية","262","صنع الحواسيب والمعدات الملحقة","2620","صنع الحواسيب والمعدات الملحقة","262013","صناعة الحاسبات الهيكلية الرئيسية (مين فريم)",
"C","الصناعة التحويلية","26","صنع الحواسيب والمنتجات الإلكترونية والبصرية","262","صنع الحواسيب والمعدات الملحقة","2620","صنع الحواسيب والمعدات الملحقة","262014","صناعة الحاسبات الكفية ( المساعد الرقمي الشخصي)",
